,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status,Pass_Fail
558,Zoe,5ZZ21,Female,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-11-19,Released,False
559,Zodiac,4ZZ21,Male,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-12-13,Other School,True
562,Zircon (Buddy),9ZZ21,Male,LR,Y,2021-09-24,Nyla - 2N319 - LRYF,Everett - 1E419 - LRYM,2021-12-17,Other School,True
566,Yeti (Duke B230),1YY21,Male,LR,Y,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-12-13,Other School,True
570,Yin (Monty),4YY21,Male,LR,B,2021-09-23,Kyra - 5KK18 - LRBF,Enrico - 7EE19 - LRBM,2021-11-17,Released,False
572,Walden (Oliver),1WW21,Male,LR,Y,2021-09-13,Ivory - 3II17 - LRYF,Shadow - 1S19 - LRBM,2021-11-03,Released,False
573,Virginia (Vancouver),5VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-11,Other School,True
574,Villa,6VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-11,Other School,True
577,Valkyrie (Taz),10VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-08,Released,False
578,Valaria (Valencia),1VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-11,Other School,True
579,Verona,2VV21,Female,LR,B,2021-09-09,Noni - 2N18 - LRBF,Elrod - 6E319 - LRBM,2021-12-11,Other School,True
584,Uno (Samson),3UU21,Male,GS,B&T,2021-09-05,Rue - 4R17 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2022-10-14,Released,False
587,Treasure (Zuri Elia),6TT21,Female,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-26,Released,False
589,Travis (Argos),4TT21,Male,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-28,Other School,True
591,Trish,7TT21,Female,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2022-04-13,Released,False
592,Twyla (A-Heidi),8TT21,Female,GS,B&T,2021-09-02,Emery - 4E19 - GSB&TF,Ogden - 5O314 - GSB&TM,2021-10-28,Other School,True
593,Sanchez,1SS21,Male,LR,B,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-10-25,Released,False
594,Sherry (Zora),2SS21,Female,LR,B,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-12-11,Other School,True
597,Sean (Quito),5SS21,Male,LR,Y,2021-09-01,Alibi - 2A416 - LRBF,Colonel - 2C319 - LRYM,2021-10-25,Released,False
607,Pearl,7PP21,Female,LR,Y,2021-08-19,Oma - S - 1OO15 - LRYF,Dover - 3D19 - LRBM,2021-10-15,Released,False
616,Oasis,7OO21,Female,LR,B,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2022-10-13,Released,False
619,Opus,8OO21,Male,LR,B,2021-08-16,Essence - 3EE18 - LRBF,Enrico - 7EE19 - LRBM,2021-10-12,Released,False
620,Kent SSD,3N01265,Male,LR,B,2021-08-11,Dakota - S - 4D417 - LRBF *NOP*,Perry - 1P319 - LRBM,2022-06-16,Other School,True
624,Nathan (Hobbes),6NN21,Male,LR,B,2021-08-11,Gibby - 2G19 - LRBF,Finn - 7F315 - LRYM,2021-10-04,Released,False
627,Francis WCC Lois SSD,2N01265,Female,LR,B,2021-08-11,Dakota - S - 4D417 - LRBF *NOP*,Perry - 1P319 - LRBM,2021-08-11,Other School,True
630,Merrie,1MM21,Female,LR,B,2021-08-07,Promise - 2P319 - LRYF,Shadow - 1S19 - LRBM,2021-10-15,Released,False
633,Dilly Can Do,6N01262,Female,LR,B,2021-08-06,Breeze - 9B319 - LRYF *NOP*,Odin - 5OO19 - LRBM,2022-06-16,Other School,True
634,Deja Can Do,3N01262,Female,LR,B,2021-08-06,Breeze - 9B319 - LRYF *NOP*,Odin - 5OO19 - LRBM,2022-06-16,Other School,True
635,Dash Can Do,2N01262,Male,LR,B,2021-08-06,Breeze - 9B319 - LRYF *NOP*,Odin - 5OO19 - LRBM,2022-06-16,Other School,True
636,Dani Can Do,1N01262,Female,LR,B,2021-08-06,Breeze - 9B319 - LRYF *NOP*,Odin - 5OO19 - LRBM,2022-06-16,Other School,True
638,Lash (Marcello),3LL21,Male,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-09-29,Released,False
641,Lenny (Cisco),5LL21,Male,LR,B,2021-08-05,Nell - 7N416 - LRBF,Donny - 2D419 - LRBM,2021-09-29,Released,False
644,Kai,8KK21,Male,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-09-20,Released,False
648,Kelley,7KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2021-09-21,Released,False
649,Kate,9KK21,Female,LR,B,2021-07-27,Crumpet - 9C19 - LRBF,Dasher - 6D418 - LRBM,2022-02-10,Released,False
650,Jonah,1JJ21,Male,LR,Y,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2022-03-21,Released,False
651,Jett (Guinness),2JJ21,Male,LR,B,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-08,Released,False
653,Jordana (Maya),6JJ21,Female,LR,Y,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-08,Released,False
656,Josie,7JJ21,Female,LR,Y,2021-07-14,Colleen - 8C319 - LRYF,Waldo - 5W319 - LRBM,2021-09-08,Released,False
659,Izzie (Nani),2II21,Female,LR,Y,2021-07-12,Farrah - 9F318 - LRYF,Gomer - 4G319 - LRYM,2021-09-07,Released,False
664,Herman,5HH21,Male,LR,B,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-03,Released,False
668,Hugh (Gibby),1HH21,Male,LR,Y,2021-07-09,Emblem - 6EE19 - LRYF,Duke - 2DD17 - LRB&TM,2021-09-02,Released,False
674,Georgie,3GG21,Female,LR,Y,2021-07-05,Quay - 4QQ19 - LRBF,Everett - 1E419 - LRYM,2022-10-05,Released,False
677,Fred,8FF21,Male,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-08-18,Released,False
679,Fancy (Willow),5FF21,Female,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-08-26,Released,False
681,Fiesta (Rosina),7FF21,Female,LR,B,2021-07-02,Oksana - 6OO19 - LRBF,Gomer - 4G319 - LRYM,2021-08-27,Released,False
685,Ed (Eddie),1EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2022-01-13,Released,False
686,Enzo,2EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2022-06-24,Released,False
689,Elias,5EE21,Male,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-08-23,Released,False
690,Echo,6EE21,Female,LR,B,2021-06-29,Frannie - 2FF17 - LRBF,Dasher - 6D418 - LRBM,2021-08-24,Released,False
694,Chloe (Rosy),1CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-18,Released,False
697,Cypress (Sophie),2CC21,Female,LR,B,2021-06-24,Fendi - 4F17 - LRBF,Elrod - 6E319 - LRBM,2021-08-18,Released,False
703,Dancer,1DD21,Female,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2022-10-06,Released,False
705,Dottie (Sadie),4DD21,Female,LR,B,2021-06-24,Caprice - 8C318 - LRBF,Ryan - 9RR17 - LRYM,2021-08-19,Released,False
707,Broadway,1BB21,Female,LR,B,2021-06-18,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,2021-08-26,Released,False
708,Belinda,3BB21,Female,LR,B,2021-06-18,Buttons - 4B19 - LRYF,Arnie - 2A418 - LRBM,2021-08-13,Released,False
720,Yaeger,4Y21,Male,LR,Y,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-10,Released,False
721,Yvonne (Zia),6Y21,Female,LR,B,2021-06-15,Raelyn - 8R318 - LRBF,Gomer - 4G319 - LRYM,2021-08-09,Released,False
725,Waffle,4W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-04,Released,False
730,Wilbur,2W21,Male,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-06,Other School,True
732,Winslet,9W21,Female,LR,B,2021-06-10,Nadine - 2N318 - LRBF,Odin - 5OO19 - LRBM,2021-08-04,Released,False
734,Valdez (Tux),5V21,Male,LR,B,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-03,Released,False
737,Vader (Leo),3V21,Male,LR,B,2021-06-09,Piper - 1P318 - LRYF,Bosley - 1B418 - LRBM,2021-08-03,Released,False
741,Ulani (Bailey),2U21,Female,LR,B,2021-06-01,Cora - 4C19 - LRBF,Jensen - 7J409 - LRYM,2021-07-26,Released,False
749,Sawyer (Scottsdale),7S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-27,Released,False
751,Sunny,5S21,Female,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2022-05-20,Released,False
753,Simba,4S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-20,Released,False
754,Splash,6S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2021-07-20,Released,False
755,Scout,8S21,Male,LR,Y,2021-05-26,Brio - S - 6B319 - LRYF,Kisco - 6KK18 - LRYM,2022-02-03,Released,False
757,Racer (Rafa),9R21,Male,LR,Y,2021-05-21,Lace - 8L18 - LRBF,Joe - 4JJ13 - LRBM,2021-07-15,Released,False
770,Oahu (Riesling Reese),1O21,Female,LR,Y,2021-05-12,Capri - 2C17 - LRBF,Octane - P - 5O416 - LRYM,2021-07-06,Released,False
777,Nancy,3N21,Female,LR,B,2021-05-09,Tamby - 5TT18 - LRYF,Shadow - 1S19 - LRBM,2022-09-19,Released,False
780,Margaret,1M21,Female,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2021-06-30,Released,False
782,Major,3M21,Male,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2022-09-28,Released,False
785,Mimi (Ruby),6M21,Female,LR,B,2021-05-06,Dior - 5D418 - LRBF,Yarmouth - 2YY18 - LRYM,2021-06-30,Released,False
786,Samson FGDF,4N01270,Male,GS,B&T,2021-04-27,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,2022-09-04,Other School,True
787,Scooby (Spencer) FGDF,5N01270,Male,GS,B&T,2021-04-27,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,2022-09-06,Other School,True
788,Sibley FGDF,8N01270,Female,GS,B&T,2021-04-27,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,2022-09-07,Other School,True
789,Shadow FGDF,7N01270,Female,GS,B&T,2021-04-27,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,2022-08-17,Other School,True
790,Scout FGDF,6N01270,Male,GS,B&T,2021-04-27,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,2022-09-06,Other School,True
791,Stella FGDF,9N01270,Female,GS,B&T,2021-04-27,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,2022-09-12,Other School,True
792,Sadie FGDF,3N01270,Female,GS,B&T,2021-04-27,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,2022-08-31,Other School,True
793,Saber FGDF,2N01270,Male,GS,B&T,2021-04-27,Yahtzee  FGDF - YAHTZEE - GSBF *NOP*,Eric - 2E19 - GSB&TM,2022-05-31,Other School,True
794,Cocoa NEADS,9N01261,Male,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,True
795,Fava NEADS,3N01261,Female,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,True
796,Lima NEADS,5N01261,Female,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,True
797,Garbanzo NEADS,4N01261,Male,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,True
798,Pea NEADS,6N01261,Female,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,True
799,Sprout NEADS,8N01261,Male,LR,B,2021-04-21,Bettina - 10B317 - LRYF *NOP*,Elrod - 6E319 - LRBM,2021-04-21,Other School,True
805,Lorraine,6L21,Female,LR,Y,2021-04-15,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,2022-09-28,Released,False
806,Laramie,7L21,Male,LR,Y,2021-04-15,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,2021-06-14,Released,False
811,Kodiak (Cody),5K21,Male,LR,Y,2021-04-14,Oriole - 9O316 - LRYF,Arby - 5A319 - LRBM,2021-06-09,Released,False
817,Ilaria (Lucy),2I21,Female,LR,B,2021-04-09,Via - 6VV18 - LRBF,Arnie - 2A418 - LRBM,2022-05-26,Released,False
821,Italy (Luna),5I21,Female,LR,B,2021-04-09,Via - 6VV18 - LRBF,Arnie - 2A418 - LRBM,2021-06-07,Released,False
837,Gonzo,5G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2022-06-09,Released,False
838,General,6G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2021-11-29,Released,False
844,Frisco (Apollo),2F21,Male,GS,B&T,2021-03-31,Jazz GDA - 1X20 - GSB&TF,Eric - 2E19 - GSB&TM,2021-05-26,Released,False
846,Edison,3E+21,Male,LR,B,2021-03-27,Quail - 6Q417 - LRBF,Elrod - 6E319 - LRBM,2022-02-15,Released,False
851,Dalton (Einstein),6D21,Male,LR,B,2021-01-13,Lizzie - 6L315 - LRBF,Odin - 5OO19 - LRBM,2021-03-12,Released,False
854,Kozy,3D21,Male,LR,B,2021-01-13,Lizzie - 6L315 - LRBF,Odin - 5OO19 - LRBM,2022-10-27,Released,False
855,Donna,4D21,Female,LR,B,2021-01-13,Lizzie - 6L315 - LRBF,Odin - 5OO19 - LRBM,2021-03-11,Released,False
863,Constance,4C21,Female,LR,B,2021-01-11,Vanna - 4V318 - LRYF,Arnie - 2A418 - LRBM,2022-01-12,Released,False
865,Captain (Riley),7C21,Male,LR,B,2021-01-11,Vanna - 4V318 - LRYF,Arnie - 2A418 - LRBM,2021-03-10,Released,False
866,Becket,7B21,Male,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2022-05-27,Released,False
867,Bethany,3B21,Female,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2022-07-21,Released,False
868,Baltic (A-Cedar),4B21,Male,GS,B&T,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2021-03-11,Other School,True
869,Bill,5B21,Male,GS,B&T,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2022-05-26,Released,False
870,Buck,6B21,Male,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2022-08-19,Released,False
871,Badger,8B21,Male,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2022-03-17,Released,False
872,Balsam,1B21,Female,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2021-03-08,Released,False
873,Bria,2B21,Female,GS,SABL,2021-01-08,Mittzy - 2M318 - GSB&TF,Kayden FGDF K28-2M - KAYDEN - GSSABLM *NOP*,2022-06-13,Released,False
875,Ava,2A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-10-31,Released,False
877,Arlene,9A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-10-14,Released,False
879,Aruba,7A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-08-31,Released,False
881,Adeline,10A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-08-24,Released,False
882,Ann,8A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-10-31,Released,False
883,Gamma,1G320,Female,LR,Y,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-01-25,Released,False
885,Giblet,3G320,Female,LR,Y,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-02-04,Released,False
886,Ginko,8G320,Female,LR,B,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-08-04,Released,False
888,Graham,9G320,Male,LR,B,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-10-22,Graduated,True
890,Bogie 2 PBB,2N01272,Male,LR,B,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2022-08-01,Other School,True
891,Glory PBB,4N01272,Female,LR,Y,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2021-05-05,Other School,True
892,Kalie PBB,5N01272,Female,LR,Y,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2021-05-05,Other School,True
893,Elvy PBB,3N01272,Female,LR,B,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2021-05-05,Other School,True
894,Glory PBB,9N01272,Female,LR,Y,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2021-05-05,Other School,True
895,Milo PBB,6N01272,Male,LR,B,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2021-05-05,Other School,True
896,Tana PBB,8N01272,Female,LR,B,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2021-05-05,Other School,True
897,Gracie PBB,1N01272,Female,LR,B,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2022-01-08,Other School,True
898,Rosie PBB,7N01272,Female,LR,Y,2020-12-25,PBBAdele - 11001223 - LRYF *NOP*,Chester - 1CC15 - LRBM,2021-05-05,Other School,True
899,Nessie FGDF,NESSIE FGD,Female,GS,B&T,2020-12-23,Cyprus FGDF C28-F4 - CYPRUSFGDF - GSB&TF *NOP*,Timber FGDF - TIMBER FGD - GSB&TM *NOP*,2022-09-04,Other School,True
905,Fanta,5F320,Female,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-07-19,Released,False
906,Forest,3F320,Male,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-08-03,Released,False
907,Everley,5E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2022-01-12,Released,False
910,Edsel,8E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2021-02-17,Released,False
912,Elmo,2E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2021-09-15,Released,False
915,Dickens,2D320,Male,LR,B,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2021-10-21,Released,False
916,Donner (Sonoma),3D320,Male,LR,B,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2021-02-11,Released,False
917,Dorothy,6D320,Female,LR,Y,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2022-06-21,Released,False
918,Deacon,7D320,Male,LR,B,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2022-07-06,Released,False
919,Denver (Phineas),1D320,Male,LR,Y,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2021-02-10,Released,False
920,Deputy (Dempsey),4D320,Male,LR,Y,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2022-02-07,Released,False
921,Daniel,5D320,Male,LR,Y,2020-12-15,Erin - P - 5E315 - LRCHOCF,Kisco - 6KK18 - LRYM,2022-06-16,Released,False
923,Carson (Ollie),6C320,Male,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2021-02-08,Released,False
924,Chaz (Moose),7C320,Male,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2021-02-08,Released,False
929,Caitlyn (JoJo),5C320,Female,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2022-06-13,Released,False
932,Bahama,7B320,Female,LR,Y,2020-12-08,Leah - 3LL17 - LRYF,Oreo - 6O18 - LRBM,2022-01-26,Released,False
933,Benny,3B320,Male,LR,B,2020-12-08,Leah - 3LL17 - LRYF,Oreo - 6O18 - LRBM,2021-02-03,Released,False
936,Alani,2A320,Female,LR,B,2020-12-04,Joplin - 4J16 - LRYF,Dasher - 6D418 - LRBM,2022-09-07,Released,False
939,Amore,6A320,Female,LR,B,2020-12-04,Joplin - 4J16 - LRYF,Dasher - 6D418 - LRBM,2022-02-01,Released,False
940,Aurora,5A320,Female,LR,B,2020-12-04,Joplin - 4J16 - LRYF,Dasher - 6D418 - LRBM,2022-05-17,Released,False
944,Yolanda,4YY20,Female,LR,B,2020-11-19,Roz - 4RR18 - LRBF,Dasher - 6D418 - LRBM,2021-02-03,Other School,True
947,Yosemite (Joey),8YY20,Male,LR,B,2020-11-19,Roz - 4RR18 - LRBF,Dasher - 6D418 - LRBM,2022-06-14,Released,False
952,Winona,3WW20,Female,LR,B,2020-11-18,Lois - 6LL19 - LRYF,Lloyd - 1L19 - LRBM,2022-09-14,Released,False
953,Wind (Murphy),4WW20,Female,LR,B,2020-11-18,Lois - 6LL19 - LRYF,Lloyd - 1L19 - LRBM,2021-01-14,Released,False
954,Vanessa,1VV20,Female,LR,Y,2020-11-10,Bianca - P - 5B317 - LRYF,Capone - 4C318 - LRBM,2022-03-15,Released,False
955,Vera,2VV20,Female,LR,B,2020-11-10,Bianca - P - 5B317 - LRYF,Capone - 4C318 - LRBM,2022-04-20,Released,False
956,Vista,3VV20,Female,LR,Y,2020-11-10,Bianca - P - 5B317 - LRYF,Capone - 4C318 - LRBM,2022-10-24,Released,False
957,Vinny,5VV20,Male,LR,Y,2020-11-10,Bianca - P - 5B317 - LRYF,Capone - 4C318 - LRBM,2022-07-18,Released,False
958,Utah,1UU20,Male,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-05-05,Released,False
960,Unity,5UU20,Female,LR,B,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-01-12,Released,False
961,Ulani (Shanna),6UU20,Female,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-04-03,Other School,True
962,Ulla,10UU20,Female,LR,B,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-08-08,Released,False
964,Ultra,2UU20,Female,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-01-11,Released,False
965,Una,3UU20,Female,LR,B,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2021-10-18,Released,False
966,Ubanks,7UU20,Male,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-06-30,Released,False
970,Sadie,2SS20,Female,LR,B,2020-11-01,Edna - S - 1EE17 - LRBF,Henry - S - 1H18 - LRYM,2022-10-26,Released,False
971,Sputnik,1SS20,Male,LR,Y,2020-11-01,Edna - S - 1EE17 - LRBF,Henry - S - 1H18 - LRYM,2022-09-13,Released,False
975,Redford,3RR20,Male,LR,Y,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2022-03-15,Released,False
976,Runner (Colden),5RR20,Male,LR,B,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2020-10-28,Released,False
977,Russell (Lucas),4RR20,Male,LR,B,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2020-12-23,Released,False
980,Peyton,1PP20,Male,LR,Y,2020-10-09,Raelyn - 8R318 - LRBF,Ernest - 4E18 - LRYM,2020-12-02,Released,False
981,Peanut,2PP20,Female,LR,Y,2020-10-09,Raelyn - 8R318 - LRBF,Ernest - 4E18 - LRYM,2022-04-04,Released,False
989,Otis (Skipper),7OO20,Male,LR,B,2020-10-07,Ode - 3O317 - LRYF,Lloyd - 1L19 - LRBM,2020-12-18,Other School,True
990,Nixie,2NN20,Female,LR,B,2020-09-05,Tamby - 5TT18 - LRYF,Tito - 2T18 - LRBM,2022-09-24,Graduated,True
991,Nacho,1NN20,Male,LR,B,2020-09-05,Tamby - 5TT18 - LRYF,Tito - 2T18 - LRBM,2021-10-12,Released,False
994,Mission,11MM20,Male,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2020-11-03,Released,False
997,Marcie (Violet Noni),8MM20,Female,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2020-11-03,Released,False
1003,Murphy,5MM20,Male,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-08-18,Released,False
1005,Larson,2LL20,Male,LR,Y,2020-05-17,Lava - 4L417 - LRBF,Ryan - 9RR17 - LRYM,2022-10-08,Graduated,True
1007,Lester,1LL20,Male,LR,B,2020-05-17,Lava - 4L417 - LRBF,Ryan - 9RR17 - LRYM,2020-06-28,Released,False
1008,Lowell,3LL20,Male,LR,B,2020-05-17,Lava - 4L417 - LRBF,Ryan - 9RR17 - LRYM,2022-05-03,Graduated,True
1009,Lyric,4LL20,Female,LR,Y,2020-05-17,Lava - 4L417 - LRBF,Ryan - 9RR17 - LRYM,2022-04-13,Released,False
